"211 Oil & Gas","2014","314,131,802","549,822","313,581,980"
"211 Oil & Gas","2015","977,853,458","1,099,951","976,753,507"
"211 Oil & Gas","2016 through September","774,309,890","757,996","773,551,894"
"212 Minerals & Ores","2002","71,413,589","127,891,037","-56,477,448"
"212 Minerals & Ores","2003","119,251,002","141,639,287","-22,388,285"
"212 Minerals & Ores","2004","231,090,683","185,775,802","45,314,881"
"212 Minerals & Ores","2005","495,514,423","236,698,494","258,815,929"
"212 Minerals & Ores","2006","512,301,423","274,396,636","237,904,787"
"212 Minerals & Ores","2007","955,275,282","270,679,338","684,595,944"
"212 Minerals & Ores","2008","854,770,138","315,952,393","538,817,745"
"212 Minerals & Ores","2009","914,582,130","142,352,716","772,229,414"
"212 Minerals & Ores","2010","2,057,182,543","187,695,744","1,869,486,799"
"212 Minerals & Ores","2011","2,653,965,196","233,441,288","2,420,523,908"
"212 Minerals & Ores","2012","3,069,041,033","272,787,236","2,796,253,797"
"212 Minerals & Ores","2013","2,543,977,015","207,214,636","2,336,762,379"
"212 Minerals & Ores","2014","1,826,840,637","243,263,333","1,583,577,304"
"212 Minerals & Ores","2015","1,188,017,343","249,173,910","938,843,433"
"212 Minerals & Ores","2016 through September","746,568,899","148,364,270","598,204,629"
"311 Food & Kindred Products","2002","801,596,711","747,465,565","54,131,146"
"311 Food & Kindred Products","2003","1,125,497,214","1,014,113,792","111,383,422"
"311 Food & Kindred Products","2004","1,088,312,109","1,275,743,064","-187,430,955"
"311 Food & Kindred Products","2005","1,207,947,676","1,526,217,604","-318,269,928"
"311 Food & Kindred Products","2006","1,704,155,560","1,889,506,028","-185,350,468"
"311 Food & Kindred Products","2007","2,317,053,318","2,490,292,046","-173,238,728"
"311 Food & Kindred Products","2008","2,632,544,180","3,001,001,512","-368,457,332"
"311 Food & Kindred Products","2009","2,133,077,348","2,482,868,782","-349,791,434"
"311 Food & Kindred Products","2010","2,842,813,679","2,854,057,353","-11,243,674"
"311 Food & Kindred Products","2011","3,411,252,353","3,403,813,091","7,439,262"
"311 Food & Kindred Products","2012","4,060,362,404","3,844,225,404","216,137,000"
"311 Food & Kindred Products","2013","4,638,152,533","3,671,715,298","966,437,235"
"311 Food & Kindred Products","2014","4,266,167,059","3,580,140,938","686,026,121"
"311 Food & Kindred Products","2015","3,301,616,701","3,544,983,246","-243,366,545"
"311 Food & Kindred Products","2016 through September","2,405,140,007","2,616,712,900","-211,572,893"
"312 Beverages & Tobacco Products","2002","5,742,066","39,293,077","-33,551,011"
"312 Beverages & Tobacco Products","2003","7,404,016","29,271,169","-21,867,153"
"312 Beverages & Tobacco Products","2004","12,748,457","37,828,953","-25,080,496"
"312 Beverages & Tobacco Products","2005","13,613,611","26,899,344","-13,285,733"
"312 Beverages & Tobacco Products","2006","20,331,653","33,807,105","-13,475,452"
"312 Beverages & Tobacco Products","2007","27,750,958","38,707,085","-10,956,127"
"312 Beverages & Tobacco Products","2008","37,556,044","36,707,999","848,045"
"312 Beverages & Tobacco Products","2009","147,754,306","33,375,901","114,378,405"
"312 Beverages & Tobacco Products","2010","557,809,122","36,341,913","521,467,209"
"312 Beverages & Tobacco Products","2011","412,770,017","41,234,165","371,535,852"
"312 Beverages & Tobacco Products","2012","706,566,749","66,426,332","640,140,417"
"312 Beverages & Tobacco Products","2013","1,490,775,650","64,087,940","1,426,687,710"
"312 Beverages & Tobacco Products","2014","1,353,448,090","69,204,761","1,284,243,329"
"312 Beverages & Tobacco Products","2015","1,724,441,397","69,998,320","1,654,443,077"
"312 Beverages & Tobacco Products","2016 through September","517,617,303","64,535,774","453,081,529"
"313 Textiles & Fabrics","2002","130,556,922","465,820,534","-335,263,612"
"313 Textiles & Fabrics","2003","161,903,224","543,706,486","-381,803,262"
"313 Textiles & Fabrics","2004","204,081,030","675,402,565","-471,321,535"
"313 Textiles & Fabrics","2005","263,351,726","977,359,903","-714,008,177"
"313 Textiles & Fabrics","2006","347,990,372","1,121,349,200","-773,358,828"
"313 Textiles & Fabrics","2007","367,822,410","1,220,501,350","-852,678,940"
"313 Textiles & Fabrics","2008","389,744,269","1,313,092,527","-923,348,258"
"313 Textiles & Fabrics","2009","308,393,224","1,042,310,356","-733,917,132"
"313 Textiles & Fabrics","2010","408,649,657","1,383,933,648","-975,283,991"
"313 Textiles & Fabrics","2011","469,501,388","1,712,258,045","-1,242,756,657"
"313 Textiles & Fabrics","2012","489,269,649","1,952,045,053","-1,462,775,404"
"313 Textiles & Fabrics","2013","563,366,081","2,127,121,111","-1,563,755,030"
"313 Textiles & Fabrics","2014","462,999,064","2,237,523,191","-1,774,524,127"
"313 Textiles & Fabrics","2015","409,197,270","2,421,293,880","-2,012,096,610"
"313 Textiles & Fabrics","2016 through September","286,468,156","1,729,360,052","-1,442,891,896"
"314 Textile Mill Products","2002","13,481,078","2,446,556,598","-2,433,075,520"
"314 Textile Mill Products","2003","21,317,697","3,341,163,739","-3,319,846,042"
"314 Textile Mill Products","2004","22,151,060","4,421,508,801","-4,399,357,741"
"314 Textile Mill Products","2005","30,496,605","5,696,991,243","-5,666,494,638"
"314 Textile Mill Products","2006","45,886,253","6,584,192,636","-6,538,306,383"
"314 Textile Mill Products","2007","54,633,460","7,346,077,177","-7,291,443,717"
"314 Textile Mill Products","2008","63,910,127","7,321,396,621","-7,257,486,494"
"314 Textile Mill Products","2009","45,793,468","6,618,936,133","-6,573,142,665"
"314 Textile Mill Products","2010","52,503,872","8,231,357,926","-8,178,854,054"
"314 Textile Mill Products","2011","61,967,816","8,797,533,954","-8,735,566,138"
"314 Textile Mill Products","2012","59,215,083","9,703,365,198","-9,644,150,115"
"314 Textile Mill Products","2013","58,905,880","10,204,280,394","-10,145,374,514"
"314 Textile Mill Products","2014","59,688,020","10,547,407,755","-10,487,719,735"
"314 Textile Mill Products","2015","61,383,262","11,335,901,475","-11,274,518,213"
"314 Textile Mill Products","2016 through September","47,681,487","8,255,450,544","-8,207,769,057"
"315 Apparel & Accessories","2002","23,355,739","9,274,985,213","-9,251,629,474"
"315 Apparel & Accessories","2003","16,300,022","11,040,137,232","-11,023,837,210"
"315 Apparel & Accessories","2004","27,999,618","13,145,284,089","-13,117,284,471"
"315 Apparel & Accessories","2005","39,475,180","19,343,172,469","-19,303,697,289"
"315 Apparel & Accessories","2006","24,879,094","22,417,814,801","-22,392,935,707"
"315 Apparel & Accessories","2007","32,331,210","26,357,426,018","-26,325,094,808"
"315 Apparel & Accessories","2008","37,227,100","26,169,884,813","-26,132,657,713"
"315 Apparel & Accessories","2009","31,458,727","26,167,913,323","-26,136,454,596"
"315 Apparel & Accessories","2010","29,212,141","30,969,292,493","-30,940,080,352"
"315 Apparel & Accessories","2011","40,397,018","32,469,594,152","-32,429,197,134"
"315 Apparel & Accessories","2012","53,621,486","31,926,266,821","-31,872,645,335"
"315 Apparel & Accessories","2013","53,898,984","32,716,725,191","-32,662,826,207"
"315 Apparel & Accessories","2014","65,179,243","32,796,445,842","-32,731,266,599"
"315 Apparel & Accessories","2015","77,930,863","33,443,643,579","-33,365,712,716"
"315 Apparel & Accessories","2016 through September","54,337,394","23,111,466,344","-23,057,128,950"
"316 Leather & Allied Products","2002","90,442,035","13,059,374,366","-12,968,932,331"
"316 Leather & Allied Products","2003","116,696,732","13,995,447,854","-13,878,751,122"
"316 Leather & Allied Products","2004","142,637,646","15,541,813,894","-15,399,176,248"
"316 Leather & Allied Products","2005","142,133,350","17,501,449,551","-17,359,316,201"
"316 Leather & Allied Products","2006","196,022,372","19,226,104,997","-19,030,082,625"
"316 Leather & Allied Products","2007","239,784,079","19,992,620,960","-19,752,836,881"
"316 Leather & Allied Products","2008","211,211,793","20,605,516,139","-20,394,304,346"
"316 Leather & Allied Products","2009","215,307,748","18,372,343,345","-18,157,035,597"
"316 Leather & Allied Products","2010","296,947,752","22,332,482,936","-22,035,535,184"
"316 Leather & Allied Products","2011","337,288,531","23,782,316,389","-23,445,027,858"
"316 Leather & Allied Products","2012","336,959,597","23,906,055,154","-23,569,095,557"
"316 Leather & Allied Products","2013","376,952,347","24,006,610,844","-23,629,658,497"
"316 Leather & Allied Products","2014","481,686,718","24,014,285,914","-23,532,599,196"
"316 Leather & Allied Products","2015","442,283,740","24,297,007,300","-23,854,723,560"
"316 Leather & Allied Products","2016 through September","310,250,935","16,174,693,712","-15,864,442,777"
"321 Wood Products","2002","163,342,727","1,096,179,376","-932,836,649"
"321 Wood Products","2003","196,559,064","1,284,590,420","-1,088,031,356"
"321 Wood Products","2004","267,116,350","1,822,812,791","-1,555,696,441"
"321 Wood Products","2005","315,887,745","2,315,224,142","-1,999,336,397"
"321 Wood Products","2006","385,002,630","2,994,254,397","-2,609,251,767"
"321 Wood Products","2007","353,665,095","3,077,793,728","-2,724,128,633"
"321 Wood Products","2008","303,674,289","2,840,781,201","-2,537,106,912"
"321 Wood Products","2009","315,234,954","2,249,059,455","-1,933,824,501"
"321 Wood Products","2010","525,530,350","2,686,348,136","-2,160,817,786"
"321 Wood Products","2011","848,817,858","2,806,256,061","-1,957,438,203"
"321 Wood Products","2012","839,873,762","3,183,063,699","-2,343,189,937"
"321 Wood Products","2013","1,198,060,777","3,322,033,687","-2,123,972,910"
"321 Wood Products","2014","1,428,664,769","3,713,548,086","-2,284,883,317"
"321 Wood Products","2015","1,208,270,189","4,001,006,472","-2,792,736,283"
"321 Wood Products","2016 through September","1,130,711,434","2,929,929,155","-1,799,217,721"
"322 Paper","2002","641,191,855","881,389,141","-240,197,286"
"322 Paper","2003","656,163,506","1,154,120,772","-497,957,266"
"322 Paper","2004","814,525,836","1,360,745,144","-546,219,308"
"322 Paper","2005","870,578,535","1,733,647,152","-863,068,617"
"322 Paper","2006","979,597,958","2,276,892,992","-1,297,295,034"
"322 Paper","2007","1,283,346,534","2,591,733,634","-1,308,387,100"
"322 Paper","2008","1,368,016,337","2,811,290,982","-1,443,274,645"
"322 Paper","2009","1,630,908,228","2,456,520,188","-825,611,960"
"322 Paper","2010","2,110,879,978","2,735,888,878","-625,008,900"
"322 Paper","2011","2,756,364,867","2,941,474,399","-185,109,532"
"322 Paper","2012","2,560,552,772","2,532,492,006","28,060,766"
"322 Paper","2013","2,558,720,620","2,597,065,479","-38,344,859"
"322 Paper","2014","2,444,002,757","2,820,290,937","-376,288,180"
"322 Paper","2015","2,444,577,280","2,983,458,397","-538,881,117"
"322 Paper","2016 through September","1,831,260,447","2,199,727,816","-368,467,369"
"323 Printed Matter And Related Products, Nesoi","2002","74,364,444","924,092,833","-849,728,389"
"323 Printed Matter And Related Products, Nesoi","2003","90,107,432","1,122,125,106","-1,032,017,674"
"323 Printed Matter And Related Products, Nesoi","2004","71,876,387","1,417,491,802","-1,345,615,415"
"323 Printed Matter And Related Products, Nesoi","2005","81,313,761","1,690,904,607","-1,609,590,846"
"323 Printed Matter And Related Products, Nesoi","2006","92,835,727","1,867,504,718","-1,774,668,991"
"323 Printed Matter And Related Products, Nesoi","2007","111,735,422","2,180,560,014","-2,068,824,592"
"323 Printed Matter And Related Products, Nesoi","2008","159,057,483","2,294,126,672","-2,135,069,189"
"323 Printed Matter And Related Products, Nesoi","2009","119,574,254","2,001,839,151","-1,882,264,897"
"323 Printed Matter And Related Products, Nesoi","2010","164,084,307","2,277,871,381","-2,113,787,074"
"323 Printed Matter And Related Products, Nesoi","2011","168,820,175","2,268,320,808","-2,099,500,633"
"323 Printed Matter And Related Products, Nesoi","2012","180,463,294","2,445,152,019","-2,264,688,725"
"323 Printed Matter And Related Products, Nesoi","2013","175,613,637","2,478,889,225","-2,303,275,588"
"323 Printed Matter And Related Products, Nesoi","2014","216,783,355","2,475,013,214","-2,258,229,859"
"323 Printed Matter And Related Products, Nesoi","2015","228,142,836","2,663,904,545","-2,435,761,709"
"323 Printed Matter And Related Products, Nesoi","2016 through September","139,291,701","2,011,525,956","-1,872,234,255"
"324 Petroleum & Coal Products","2002","98,544,151","136,635,031","-38,090,880"
"324 Petroleum & Coal Products","2003","108,117,752","239,998,450","-131,880,698"
"324 Petroleum & Coal Products","2004","136,125,820","178,636,053","-42,510,233"
"324 Petroleum & Coal Products","2005","129,567,020","166,791,942","-37,224,922"
"324 Petroleum & Coal Products","2006","187,235,125","280,947,918","-93,712,793"
"324 Petroleum & Coal Products","2007","295,782,555","269,329,813","26,452,742"
"324 Petroleum & Coal Products","2008","418,849,733","316,493,468","102,356,265"
"324 Petroleum & Coal Products","2009","397,888,938","210,635,254","187,253,684"
"324 Petroleum & Coal Products","2010","650,108,719","273,441,337","376,667,382"
"324 Petroleum & Coal Products","2011","1,048,155,575","209,653,316","838,502,259"
"324 Petroleum & Coal Products","2012","1,101,982,577","202,885,822","899,096,755"
"324 Petroleum & Coal Products","2013","1,464,644,550","305,531,238","1,159,113,312"
"324 Petroleum & Coal Products","2014","1,007,962,209","429,442,940","578,519,269"
"324 Petroleum & Coal Products","2015","1,026,360,395","488,395,327","537,965,068"
"324 Petroleum & Coal Products","2016 through September","552,263,478","437,449,775","114,813,703"
"325 Chemicals","2002","2,979,866,511","2,104,514,646","875,351,865"
"325 Chemicals","2003","3,699,058,470","2,663,982,581","1,035,075,889"
"325 Chemicals","2004","4,724,561,465","3,412,746,858","1,311,814,607"
"325 Chemicals","2005","5,530,390,398","4,706,041,418","824,348,980"
"325 Chemicals","2006","6,064,700,460","5,430,752,473","633,947,987"
"325 Chemicals","2007","7,875,490,908","6,301,399,757","1,574,091,151"
"325 Chemicals","2008","8,720,615,020","12,195,005,359","-3,474,390,339"
"325 Chemicals","2009","9,712,981,328","9,820,517,565","-107,536,237"
"325 Chemicals","2010","11,803,487,864","12,504,101,936","-700,614,072"
"325 Chemicals","2011","13,590,655,876","15,755,170,924","-2,164,515,048"
"325 Chemicals","2012","12,939,112,574","15,753,883,683","-2,814,771,109"
"325 Chemicals","2013","13,911,024,604","16,385,002,889","-2,473,978,285"
"325 Chemicals","2014","13,807,328,231","17,754,104,715","-3,946,776,484"
"325 Chemicals","2015","13,430,065,965","17,093,769,876","-3,663,703,911"
"325 Chemicals","2016 through September","9,776,218,896","12,003,871,680","-2,227,652,784"
"326 Plastics & Rubber Products","2002","228,954,335","3,399,563,514","-3,170,609,179"
"326 Plastics & Rubber Products","2003","294,511,488","3,972,376,403","-3,677,864,915"
"326 Plastics & Rubber Products","2004","416,216,366","5,035,919,084","-4,619,702,718"
"326 Plastics & Rubber Products","2005","462,583,675","6,638,231,729","-6,175,648,054"
"326 Plastics & Rubber Products","2006","545,884,667","7,892,224,752","-7,346,340,085"
"326 Plastics & Rubber Products","2007","664,467,692","9,299,506,860","-8,635,039,168"
"326 Plastics & Rubber Products","2008","783,065,880","10,053,403,183","-9,270,337,303"
"326 Plastics & Rubber Products","2009","732,363,611","8,892,716,653","-8,160,353,042"
"326 Plastics & Rubber Products","2010","1,025,001,650","10,462,609,393","-9,437,607,743"
"326 Plastics & Rubber Products","2011","1,225,352,903","11,984,312,422","-10,758,959,519"
"326 Plastics & Rubber Products","2012","1,132,356,627","14,706,961,376","-13,574,604,749"
"326 Plastics & Rubber Products","2013","1,210,004,349","15,918,373,818","-14,708,369,469"
"326 Plastics & Rubber Products","2014","1,257,412,848","16,968,223,597","-15,710,810,749"
"326 Plastics & Rubber Products","2015","1,342,704,664","16,291,498,818","-14,948,794,154"
"326 Plastics & Rubber Products","2016 through September","1,009,570,199","11,849,233,505","-10,839,663,306"
"327 Nonmetallic Mineral Products","2002","149,181,153","2,831,314,945","-2,682,133,792"
"327 Nonmetallic Mineral Products","2003","175,468,083","3,018,962,308","-2,843,494,225"
"327 Nonmetallic Mineral Products","2004","236,053,635","3,419,685,148","-3,183,631,513"
"327 Nonmetallic Mineral Products","2005","240,590,728","4,106,825,890","-3,866,235,162"
"327 Nonmetallic Mineral Products","2006","325,508,868","4,969,168,638","-4,643,659,770"
"327 Nonmetallic Mineral Products","2007","440,451,916","5,113,812,370","-4,673,360,454"
"327 Nonmetallic Mineral Products","2008","509,659,518","5,089,222,964","-4,579,563,446"
"327 Nonmetallic Mineral Products","2009","516,803,595","3,905,649,843","-3,388,846,248"
"327 Nonmetallic Mineral Products","2010","577,273,783","5,147,565,796","-4,570,292,013"
"327 Nonmetallic Mineral Products","2011","617,577,031","5,914,627,539","-5,297,050,508"
"327 Nonmetallic Mineral Products","2012","605,266,593","5,986,733,365","-5,381,466,772"
"327 Nonmetallic Mineral Products","2013","648,292,293","6,134,595,906","-5,486,303,613"
"327 Nonmetallic Mineral Products","2014","707,310,925","6,802,833,658","-6,095,522,733"
"327 Nonmetallic Mineral Products","2015","686,268,830","7,256,673,769","-6,570,404,939"
"327 Nonmetallic Mineral Products","2016 through September","544,957,994","5,334,507,255","-4,789,549,261"
"331 Primary Metal Mfg","2002","252,095,392","856,024,852","-603,929,460"
"331 Primary Metal Mfg","2003","800,993,772","986,766,794","-185,773,022"
"331 Primary Metal Mfg","2004","805,757,459","3,039,286,161","-2,233,528,702"
"331 Primary Metal Mfg","2005","1,648,008,890","4,002,478,663","-2,354,469,773"
"331 Primary Metal Mfg","2006","2,252,976,059","6,628,331,838","-4,375,355,779"
"331 Primary Metal Mfg","2007","2,289,376,663","7,160,519,860","-4,871,143,197"
"331 Primary Metal Mfg","2008","3,034,818,968","10,634,826,443","-7,600,007,475"
"331 Primary Metal Mfg","2009","2,512,488,205","3,843,342,006","-1,330,853,801"
"331 Primary Metal Mfg","2010","3,094,951,493","3,571,687,989","-476,736,496"
"331 Primary Metal Mfg","2011","2,850,179,074","4,241,921,525","-1,391,742,451"
"331 Primary Metal Mfg","2012","3,120,466,427","4,582,771,744","-1,462,305,317"
"331 Primary Metal Mfg","2013","2,991,859,924","4,616,239,768","-1,624,379,844"
"331 Primary Metal Mfg","2014","3,123,529,363","6,210,178,494","-3,086,649,131"
"331 Primary Metal Mfg","2015","1,800,945,081","5,600,488,270","-3,799,543,189"
"331 Primary Metal Mfg","2016 through September","1,252,300,550","2,880,896,454","-1,628,595,904"
"332 Fabricated Metal Products, Nesoi","2002","375,210,344","4,893,423,278","-4,518,212,934"
"332 Fabricated Metal Products, Nesoi","2003","509,352,083","5,839,120,881","-5,329,768,798"
"332 Fabricated Metal Products, Nesoi","2004","664,810,557","7,572,376,370","-6,907,565,813"
"332 Fabricated Metal Products, Nesoi","2005","855,224,892","9,483,488,674","-8,628,263,782"
"332 Fabricated Metal Products, Nesoi","2006","983,481,956","11,844,714,136","-10,861,232,180"
"332 Fabricated Metal Products, Nesoi","2007","1,089,743,803","13,394,976,190","-12,305,232,387"
"332 Fabricated Metal Products, Nesoi","2008","1,356,941,444","14,897,307,206","-13,540,365,762"
"332 Fabricated Metal Products, Nesoi","2009","1,273,800,041","11,428,121,952","-10,154,321,911"
"332 Fabricated Metal Products, Nesoi","2010","1,559,534,172","14,142,893,671","-12,583,359,499"
"332 Fabricated Metal Products, Nesoi","2011","1,831,000,311","16,620,611,127","-14,789,610,816"
"332 Fabricated Metal Products, Nesoi","2012","1,871,582,120","18,264,648,245","-16,393,066,125"
"332 Fabricated Metal Products, Nesoi","2013","2,258,003,403","18,579,056,587","-16,321,053,184"
"332 Fabricated Metal Products, Nesoi","2014","2,273,952,388","20,173,093,281","-17,899,140,893"
"332 Fabricated Metal Products, Nesoi","2015","2,323,191,636","21,244,541,551","-18,921,349,915"
"332 Fabricated Metal Products, Nesoi","2016 through September","1,804,207,296","15,689,509,928","-13,885,302,632"
"333 Machinery, Except Electrical","2002","2,882,098,687","5,577,036,997","-2,694,938,310"
"333 Machinery, Except Electrical","2003","3,183,136,487","8,335,394,171","-5,152,257,684"
"333 Machinery, Except Electrical","2004","4,993,776,120","11,195,649,110","-6,201,872,990"
"333 Machinery, Except Electrical","2005","4,811,978,538","14,783,868,763","-9,971,890,225"
"333 Machinery, Except Electrical","2006","5,775,723,949","17,232,626,417","-11,456,902,468"
"333 Machinery, Except Electrical","2007","7,075,004,864","17,576,309,231","-10,501,304,367"
"333 Machinery, Except Electrical","2008","7,519,293,893","16,724,385,119","-9,205,091,226"
"333 Machinery, Except Electrical","2009","6,455,665,320","13,957,377,927","-7,501,712,607"
"333 Machinery, Except Electrical","2010","9,301,497,919","16,992,640,697","-7,691,142,778"
"333 Machinery, Except Electrical","2011","10,737,457,999","20,577,119,197","-9,839,661,198"
"333 Machinery, Except Electrical","2012","9,426,133,863","25,756,954,734","-16,330,820,871"
"333 Machinery, Except Electrical","2013","9,507,484,756","26,403,762,291","-16,896,277,535"
"333 Machinery, Except Electrical","2014","9,685,901,620","29,599,493,184","-19,913,591,564"
"333 Machinery, Except Electrical","2015","9,187,437,043","30,601,580,937","-21,414,143,894"
